temperature,voltage,rpm,label
58.66584662000491,3.0617055088738807,1807.53441904347,0
27.749361557876476,3.184976246218537,1469.456863860992,0
25.094052835648124,3.0916254512436274,2376.483371394586,0
23.866656095570477,3.319965769353576,2491.923312883622,0
76.48558394517121,3.1700522267157885,1514.908375728255,0
62.85529196878657,3.2054504738258665,2925.8496790291524,0
68.09745940279117,3.24044857706523,2749.437978882116,0
39.72906545597547,3.0633199131871045,1770.3957146125992,0
58.42614251346581,3.173891521524734,2000.4242005572457,0
56.613015298000754,3.0951465401320624,2546.8628837423944,0
77.05009926754022,3.227924916332194,2265.6182644686437,0
25.37757004204584,3.1514877530929826,1861.4265281003538,0
70.44487211684337,3.1666269568777206,2400.76136516675,0
37.41817252738706,3.196494165669919,1785.5999208297753,0
45.34971734902814,3.102819540495112,2955.403053555724,0
57.952387780790914,3.3390578647448184,2061.968891098625,0
77.83927543142882,3.2187310728119836,2899.635687226007,0
52.25259437472492,3.137721062114261,2407.2684650840224,0
48.451571371156334,3.405934819563829,2776.7120393083233,0
72.00290350734711,3.124486004761925,2383.086687525089,0
65.1589774353757,3.2248357922444666,2605.0889405529806,0
74.2599228433147,3.3514715267023725,2695.5444835901103,0
71.22387850411691,3.3805067072795176,1535.031360365881,0
30.083052564841196,3.196773368297612,2292.6009166787558,0
46.807305675541414,3.0871857593237384,2211.220485968207,0
60.604498230714015,3.1968177738557872,2212.075720461931,0
42.29231839149747,3.2510986868043745,1746.878413609265,0
72.62814756305997,3.348900792848084,1539.4842656961555,0
35.05855730105304,3.06051076890545,2857.8822016195286,0
33.39587723684963,3.0369338609749645,2078.4937016103095,0
63.783653738471074,3.287647768511292,2904.287887205513,0
38.26946819612009,3.0780260524937946,2102.9687996893863,0
37.896610977413715,3.351495010506014,2159.144032406848,0
69.74010690729848,3.3952288185951676,2826.0518736290996,0
50.67991968544631,3.1082545761963285,2037.2468465693794,0
66.30363048371208,3.256202021618412,2038.2670196226265,0
53.63075802015184,3.343389775770899,1617.9647953885794,0
64.09239710846971,3.0025840279973437,2304.7742411776426,0
32.76516521079236,3.4098309986186566,1517.5408825726554,0
30.14740465972825,3.335270334800716,1766.0781522503703,0
46.948093989297334,3.236403212336537,2207.1991573958458,0
